ClusterName,NodeGroupName,InstanceTypes,DesiredSize,MinSize,MaxSize,AMIType,DiskSize,LaunchTemplateName,LaunchTemplateVersion,Subnets,SecurityGroups
ex-karpenter-fargate,nodegroup1,m5.2xlarge,2,2,4,AL2_x86_64,20,N/A,N/A,"ex-karpenter-fargate-private-us-west-2c, ex-karpenter-fargate-private-us-west-2a, ex-karpenter-fargate-private-us-west-2b",
